age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
36;Private;HS-grad;Separated;Sales;Unmarried;Black;Female;40;<=50K
48;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Female;50;<=50K
36;Private;Assoc-voc;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
48;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;>50K
21;Private;Some-college;Never-married;Tech-support;Own-child;White;Female;9;<=50K
18;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
38;Private;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Female;50;>50K
66;?;11th;Widowed;?;Not-in-family;Black;Female;40;<=50K
36;State-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male;55;>50K
38;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Female;40;<=50K
55;Self-emp-not-inc;Prof-school;Widowed;Prof-specialty;Not-in-family;White;Male;55;>50K
27;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;45;>50K
22;State-gov;Assoc-acdm;Never-married;Adm-clerical;Not-in-family;White;Male;40;<=50K
29;Private;Some-college;Never-married;Handlers-cleaners;Other-relative;White;Male;40;<=50K
40;Private;Some-college;Never-married;Exec-managerial;Unmarried;White;Female;40;<=50K
21;Private;Some-college;Never-married;Sales;Own-child;White;Female;20;<=50K
49;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
29;Private;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;50;>50K
28;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male;50;>50K
26;Private;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;40;<=50K
33;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;41;<=50K
72;?;Prof-school;Married-civ-spouse;?;Husband;White;Male;40;>50K
59;Private;Masters;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
37;Private;Assoc-voc;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
56;?;10th;Divorced;?;Not-in-family;White;Female;40;<=50K
27;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
39;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;>50K
49;Local-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;80;<=50K
30;Private;HS-grad;Married-civ-spouse;Sales;Own-child;Asian-Pac-Islander;Female;40;<=50K
28;Private;9th;Married-civ-spouse;Protective-serv;Wife;Black;Female;40;<=50K
25;State-gov;Bachelors;Never-married;Protective-serv;Own-child;White;Male;40;<=50K
18;Private;10th;Never-married;Machine-op-inspct;Own-child;White;Male;40;<=50K
25;Private;Assoc-acdm;Never-married;Handlers-cleaners;Own-child;White;Male;26;<=50K
36;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;40;<=50K
52;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
20;?;12th;Never-married;?;Not-in-family;Other;Male;40;<=50K
25;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
26;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Male;40;<=50K
50;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;20;>50K
48;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
39;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
30;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
26;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;60;<=50K
36;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
49;Private;Doctorate;Married-civ-spouse;Sales;Husband;White;Male;60;<=50K
34;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;<=50K
28;Private;HS-grad;Never-married;Other-service;Other-relative;Other;Male;48;<=50K
28;Self-emp-not-inc;HS-grad;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
42;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
26;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
54;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Black;Male;40;>50K
66;?;9th;Married-civ-spouse;?;Husband;White;Male;40;<=50K
61;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;53;<=50K
45;Self-emp-not-inc;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Male;30;>50K
29;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;35;<=50K
74;Private;HS-grad;Divorced;Handlers-cleaners;Not-in-family;White;Female;16;<=50K
61;Local-gov;HS-grad;Widowed;Prof-specialty;Not-in-family;White;Female;40;<=50K
27;Private;Some-college;Never-married;Sales;Own-child;White;Male;22;<=50K
53;Federal-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
57;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;Asian-Pac-Islander;Male;40;<=50K
41;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
45;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
43;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
26;?;Bachelors;Married-civ-spouse;?;Wife;White;Female;40;>50K
29;Private;HS-grad;Married-civ-spouse;Other-service;Own-child;Asian-Pac-Islander;Male;25;<=50K
65;?;7th-8th;Married-civ-spouse;?;Husband;White;Male;20;<=50K
41;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;40;<=50K
31;Local-gov;Bachelors;Never-married;Prof-specialty;Other-relative;White;Male;40;<=50K
50;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
52;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;60;>50K
18;Self-emp-inc;HS-grad;Never-married;Transport-moving;Own-child;White;Male;60;<=50K
26;Private;7th-8th;Never-married;Other-service;Unmarried;Other;Female;30;<=50K
57;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
63;State-gov;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
29;Private;HS-grad;Never-married;Adm-clerical;Other-relative;White;Male;40;<=50K
32;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
34;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
43;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;58;<=50K
39;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
28;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male;45;<=50K
32;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
28;State-gov;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Male;90;<=50K
40;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;>50K
25;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Male;60;>50K
54;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
48;Self-emp-inc;Bachelors;Married-civ-spouse;Farming-fishing;Husband;White;Male;70;>50K
51;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;36;<=50K
67;State-gov;7th-8th;Married-civ-spouse;Transport-moving;Husband;White;Male;35;<=50K
17;Private;10th;Never-married;Sales;Unmarried;White;Female;24;<=50K
24;State-gov;Some-college;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
25;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
68;?;HS-grad;Married-civ-spouse;?;Wife;White;Female;25;<=50K
54;Private;Some-college;Divorced;Other-service;Not-in-family;White;Female;47;<=50K
32;Private;HS-grad;Divorced;Prof-specialty;Own-child;White;Female;40;<=50K
61;?;Some-college;Divorced;?;Not-in-family;White;Female;40;<=50K
41;Federal-gov;HS-grad;Never-married;Adm-clerical;Own-child;White;Male;40;<=50K
53;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female;40;<=50K
45;Private;Assoc-voc;Divorced;Prof-specialty;Not-in-family;White;Female;32;<=50K
64;?;7th-8th;Widowed;?;Not-in-family;White;Female;4;<=50K
51;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
41;State-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
40;Federal-gov;Assoc-voc;Married-civ-spouse;Prof-specialty;Wife;White;Female;65;>50K
27;Private;HS-grad;Never-married;Farming-fishing;Other-relative;White;Male;40;<=50K
41;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;35;>50K
51;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
36;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
34;Self-emp-inc;HS-grad;Never-married;Farming-fishing;Own-child;White;Male;55;<=50K
43;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
61;Federal-gov;HS-grad;Divorced;Adm-clerical;Own-child;Black;Female;20;<=50K
31;Private;10th;Separated;Transport-moving;Unmarried;White;Male;40;<=50K
34;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;65;>50K
43;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;99;>50K
52;Private;12th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
18;Private;11th;Never-married;Other-service;Own-child;White;Female;20;<=50K
37;Federal-gov;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
60;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
47;Private;Some-college;Widowed;Transport-moving;Unmarried;White;Female;25;<=50K
21;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male;30;<=50K
34;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;>50K
28;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female;52;<=50K
40;Local-gov;Assoc-voc;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
26;Private;Assoc-acdm;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
48;Private;Some-college;Never-married;Other-service;Unmarried;Black;Female;40;<=50K
46;Private;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;<=50K
58;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;48;<=50K
32;Self-emp-inc;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
90;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;40;>50K
38;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;40;>50K
20;?;Assoc-acdm;Never-married;?;Not-in-family;White;Male;20;<=50K
43;Self-emp-not-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;99;<=50K
17;Private;11th;Never-married;Priv-house-serv;Own-child;White;Female;12;<=50K
36;Private;12th;Never-married;Transport-moving;Not-in-family;Asian-Pac-Islander;Male;45;<=50K
36;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
30;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;70;>50K
45;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
51;Self-emp-not-inc;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;50;<=50K
29;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;48;<=50K
35;Self-emp-not-inc;Assoc-voc;Never-married;Farming-fishing;Own-child;White;Male;65;<=50K
19;Private;Some-college;Never-married;Sales;Own-child;White;Female;20;<=50K
56;Private;9th;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
64;?;Some-college;Widowed;?;Not-in-family;White;Male;4;<=50K
62;?;HS-grad;Never-married;?;Not-in-family;White;Male;40;<=50K
24;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;24;<=50K
33;Private;Assoc-acdm;Married-civ-spouse;Protective-serv;Husband;White;Male;40;<=50K
43;Private;Bachelors;Never-married;Sales;Unmarried;Black;Female;35;>50K
22;State-gov;Some-college;Never-married;Other-service;Own-child;White;Male;45;<=50K
44;Private;Some-college;Never-married;Other-service;Not-in-family;Black;Male;55;<=50K
37;Private;HS-grad;Separated;Craft-repair;Not-in-family;White;Male;50;<=50K
34;Self-emp-inc;Some-college;Never-married;Sales;Not-in-family;White;Male;75;<=50K
43;Private;Assoc-voc;Separated;Sales;Unmarried;White;Female;45;<=50K
39;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
30;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;32;<=50K
58;Private;7th-8th;Never-married;Handlers-cleaners;Not-in-family;White;Female;33;<=50K
31;?;Some-college;Married-civ-spouse;?;Wife;White;Female;10;<=50K
45;Local-gov;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;35;<=50K
30;Private;Some-college;Divorced;Adm-clerical;Unmarried;Black;Female;40;<=50K
42;Private;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female;36;<=50K
50;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
25;Local-gov;Assoc-voc;Never-married;Protective-serv;Own-child;White;Male;30;<=50K
34;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
50;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
72;?;11th;Married-civ-spouse;?;Husband;White;Male;40;<=50K
60;State-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;<=50K
41;Private;Assoc-acdm;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
71;Self-emp-not-inc;7th-8th;Married-civ-spouse;Farming-fishing;Husband;White;Male;10;<=50K
40;Self-emp-not-inc;Prof-school;Divorced;Other-service;Not-in-family;White;Female;35;<=50K
22;Private;Bachelors;Never-married;Exec-managerial;Own-child;White;Female;30;<=50K
52;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male;38;<=50K
30;Private;Some-college;Never-married;Handlers-cleaners;Not-in-family;White;Male;55;<=50K
36;?;HS-grad;Separated;?;Not-in-family;White;Female;30;<=50K
40;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
31;Federal-gov;Assoc-acdm;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;40;<=50K
44;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;>50K
38;Local-gov;Prof-school;Married-civ-spouse;Prof-specialty;Husband;Black;Male;40;>50K
46;Private;Prof-school;Never-married;Exec-managerial;Not-in-family;White;Male;50;>50K
57;Federal-gov;Prof-school;Divorced;Exec-managerial;Not-in-family;Black;Male;55;>50K
39;Private;11th;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
42;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Female;55;>50K
43;Private;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
22;Private;Some-college;Never-married;Sales;Not-in-family;White;Female;17;<=50K
44;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
22;?;Some-college;Never-married;?;Own-child;Asian-Pac-Islander;Female;15;<=50K
37;Private;Some-college;Married-civ-spouse;Sales;Wife;White;Female;40;>50K
20;?;Some-college;Never-married;?;Own-child;White;Female;18;<=50K
26;State-gov;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;80;<=50K
35;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male;30;<=50K
28;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Female;40;<=50K
34;Private;Some-college;Never-married;Adm-clerical;Not-in-family;Asian-Pac-Islander;Female;35;<=50K
17;?;10th;Never-married;?;Own-child;White;Female;20;<=50K
18;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
25;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male;40;<=50K
44;Self-emp-inc;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
61;Private;1st-4th;Widowed;Handlers-cleaners;Not-in-family;White;Female;40;<=50K
39;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
61;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
19;?;Some-college;Never-married;?;Own-child;White;Female;40;<=50K
22;Private;HS-grad;Widowed;Adm-clerical;Own-child;White;Female;40;<=50K
19;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;25;<=50K
45;Private;Bachelors;Never-married;Tech-support;Own-child;White;Male;40;<=50K
20;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female;25;<=50K
37;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;Asian-Pac-Islander;Female;40;<=50K
26;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
17;?;10th;Never-married;?;Own-child;White;Female;15;<=50K
26;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;55;>50K
58;Private;HS-grad;Separated;Other-service;Unmarried;White;Female;40;<=50K
61;?;Doctorate;Married-civ-spouse;?;Husband;White;Male;25;>50K
64;Private;HS-grad;Widowed;Sales;Not-in-family;White;Female;50;>50K
19;Private;HS-grad;Married-civ-spouse;Sales;Other-relative;White;Female;25;<=50K
36;Private;Bachelors;Divorced;Handlers-cleaners;Not-in-family;White;Male;30;<=50K
47;Private;Assoc-acdm;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
62;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
36;State-gov;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Male;40;<=50K
38;Self-emp-not-inc;Some-college;Never-married;Sales;Not-in-family;White;Male;60;<=50K
54;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;48;>50K
31;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male;50;<=50K
26;Private;Some-college;Separated;Farming-fishing;Own-child;White;Male;40;<=50K
50;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
41;Private;Some-college;Never-married;Tech-support;Unmarried;Asian-Pac-Islander;Female;40;<=50K
52;Local-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
28;Private;HS-grad;Married-civ-spouse;Other-service;Wife;Black;Female;23;<=50K
23;?;HS-grad;Married-civ-spouse;?;Own-child;White;Female;30;<=50K
46;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
32;?;HS-grad;Divorced;?;Unmarried;Black;Male;40;<=50K
59;?;HS-grad;Widowed;?;Not-in-family;White;Female;35;<=50K
30;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;36;>50K
58;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;Black;Male;30;>50K
31;Private;HS-grad;Never-married;Other-service;Other-relative;Black;Female;40;<=50K
36;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;48;<=50K
31;State-gov;Preschool;Never-married;Other-service;Not-in-family;White;Male;24;<=50K
52;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;70;>50K
29;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;<=50K
48;Self-emp-not-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male;50;<=50K
30;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
58;Private;11th;Married-civ-spouse;Transport-moving;Husband;White;Male;50;<=50K
20;Federal-gov;Some-college;Never-married;Protective-serv;Own-child;Black;Male;40;<=50K
19;Private;Some-college;Never-married;Other-service;Own-child;White;Male;3;<=50K
63;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female;40;<=50K
51;Self-emp-not-inc;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male;45;>50K
